Categorie,Tag,Question,Réponse
Procedures juridiques et administratives,procedure,Quelle est la procédure pour demander une pièce de justice ?,"La demande d'une pièce de justice est un acte qui traduit la décision d'un tribunal sur un jugement. Pour obtenir cette pièce, il est nécessaire de se rendre au tribunal dans lequel le jugement a été rendu. 

Coût : 500 F CFA par feuille + un timbre de 200 F CFA. 

Conditions d'accès : Se rendre au tribunal où le jugement a été rendu."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour demander une modification de nom ou prénom ?,"Cette procédure autorise un individu à modifier son nom ou son prénom dans le registre d'état civil. Pour procéder, il est nécessaire d'avoir une ou des erreurs sur son nom ou prénom. 

Coût : 1 000 F CFA pour les corrections administratives ; 500 F CFA par feuille + un timbre de 200 F CFA pour les corrections matérielles. 

Conditions d'accès : Avoir une ou des erreurs sur son nom ou prénom."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour demander la succession par testament ?,"Le testament est un acte personnel par lequel le testateur transfère gratuitement tout ou une partie de ses biens à des bénéficiaires de son choix. Pour établir un testament, vous n'avez besoin d'aucune pièce spécifique. 

Conditions d'accès : Avoir au moins 20 ans et jouir de ses facultés mentales. Décider librement, sans être forcé par menace ou violence."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour la succession selon la loi ?,"La succession est la manière de transmettre les biens, les droits et les dettes d’une personne décédée à ses héritiers. Elle intervient en cas de décès ou de déclaration de mort par le tribunal de grande instance. 

Pièces à fournir : Certificat de décès et certificat d'hérédité délivré par le tribunal. 

Coût : Aucun coût direct, mais des frais peuvent être appliqués pour les procédures judiciaires. 

Conditions d'accès : Être vivant au moment de la mort du défunt et ne pas avoir commis de fautes graves envers lui."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour rendre visite à un détenu ?,"Les détenus dans les établissements pénitentiaires peuvent recevoir des visites de leurs familles, amis et connaissances. Pour rendre visite, vous devez obtenir un permis de visite au Palais de justice ou auprès de l'Administration pénitentiaire. 

Conditions d'accès : Respecter les horaires établis par chaque établissement."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un visa burkinabé ?,"Le visa est une autorisation expresse accordée par un consulat à l’extérieur du Burkina à une personne étrangère pour lui permettre d’entrer au Burkina afin d’y séjourner légalement. Il peut être de court ou long séjour. 

Pièces à fournir : 
Un passeport en cours de validité. 
Deux photos d’identité. 
Une demande de visa remplie et signée. 
Vingt mille (20 000) FCFA pour le visa de long séjour. 

Coût : 
47 000 FCFA pour les visas de court séjour et 120 000 FCFA pour les visas de long séjour. Le visa de courtoisie est gratuit. 

Conditions d'accès : 
Demande soumise à l’administration centrale en charge de l’immigration ou à l'ambassade. 
Pour les visas de court séjour, une extension peut être demandée à la Division de la Migration."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir une arme civile ?,"Nul ne peut acheter une arme à feu ou bénéficier par échange, don, héritage, ou legs, s’il n’est titulaire d’une licence appelée « Autorisation d’achat d’arme à feu ». Cette autorisation est personnelle et signée par le Ministre chargé de la sécurité. 

Pièces à fournir : 
Une demande sur un formulaire revêtu d’un timbre fiscal de 15 000 FCFA pour les armes d’épaule, 25 000 FCFA pour les armes de poing de calibre ≤ 7,65 mm, 50 000 FCFA pour les armes de poing de calibre > 7,65 mm. 
Une (01) photocopie légalisée de la carte d’identité ou du passeport en cours de validité. 
Un (01) extrait d’acte de naissance ou jugement supplétif. 
Un (01) certificat de résidence. 
Un (01) extrait de casier judiciaire de moins de trois (03) mois. 
Deux (02) photos d’identité. 

Coût : 
Variable selon le type d'arme, avec timbre fiscal allant de 15 000 à 50 000 FCFA. 

Conditions d'accès : 
Résultat positif de l’enquête de moralité menée par les services de police. 
Mention de tout permis de détention et de port d’arme en cas de possession antérieure."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un passeport ordinaire ?,"Le passeport ordinaire est délivré par la Direction Générale de la Police Nationale à travers la Division de la Migration à Gounghin. Pour l'obtenir, il faut constituer un dossier avec les pièces suivantes à déposer à la Division de la Migration du lundi au vendredi. 

Pièces à fournir pour les majeurs : 
Une copie légalisée de l'acte de naissance. 
Une copie légalisée du certificat de nationalité burkinabè. 
Une copie légalisée de la CNIB. 
Un casier judiciaire en cours de validité. 
Un timbre de 200 FCFA. 
Trois (03) photos d'identité au format passeport. 
Un document justifiant votre profession. 
La somme de cinquante mille (50 000 FCFA) pour les frais d'établissement. 
Pour les femmes mariées souhaitant porter le nom de leur conjoint : une copie légalisée de l'acte de mariage. 

Pour les mineurs : 
L’acte de naissance de l’enfant. 
Le certificat de nationalité de l’enfant. 
Une autorisation parentale. 
Document d’identité des deux parents (si le mineur réside au Burkina Faso), ou titre de séjour des deux parents (dans ce cas, l’autorisation parentale n’est pas nécessaire). 
Un timbre fiscal de 200 FCFA plus la somme de 50 000 FCFA. 
Trois (03) photos au format passeport. 
Pour les militaires et paramilitaires : un certificat de présence au corps précisant l’établissement d’un passeport."
Procedures juridiques et administratives,procedure,Quelles pièces dois-je fournir pour obtenir la CNIB ?,"Pour les Burkinabè nés au Burkina Faso : une copie de l'acte de naissance. 
Pour les Burkinabè nés à l'extérieur : une copie du certificat de nationalité et un formulaire de demande de carte nationale d'identité (remis sur place). 
Pour les femmes souhaitant porter le nom de leur époux : une copie de l'acte de mariage. 
Pour faire figurer la profession de commerçant : une copie du registre du commerce."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour créer une entreprise en tant que personne physique ?,"La création d'une personne physique implique plusieurs formalités, notamment : le Registre du Commerce et du Crédit Mobilier (RCCM), la déclaration d'existence fiscale et le numéro d'Identifiant Financier Unique (IFU), la carte professionnelle de commerçant (CPC) et la notification employeur (CNSS). 

Pièces à fournir : 
- Photocopie légalisée de la pièce d’identité ou du passeport du promoteur. 
- Fiche de déclaration sur l’honneur dûment signée par le promoteur (formulaire disponible au CEFORE et sur le site de la MEBF). 
- Extrait de casier judiciaire (Bulletin N°3) de moins de 3 mois. 
- Copie de l’acte de mariage (s’il y a lieu). 
- Certificat de résidence de l’année en cours. 
- L’un des documents suivants au nom du créateur : contrat de bail à usage commercial, titre foncier, permis urbain d’habiter, attestation d’attribution de parcelle, facture d’eau ou d’électricité. 
- Deux photos d’identité du promoteur. 
- Formulaire de demande de la carte professionnelle de commerçant. 
- Fiche de localisation visée par le service des impôts. 
- Autorisation d'exercer le commerce ou accusé de réception de la demande d'autorisation d'exercer le commerce pour les étrangers. 

Coût : 40 000 FCFA. 

Conditions d'accès : Toute personne juridiquement capable d'exercer le commerce peut créer une entreprise."
Procedures juridiques et administratives,procedure,Quelles sont les étapes pour créer une entreprise pour les personnes morales au Burkina Faso ?,"La création d'une personne morale implique plusieurs formalités, notamment : le Registre du Commerce et du Crédit Mobilier (RCCM), la déclaration d'existence fiscale et le numéro d'Identifiant Financier Unique (IFU), ainsi que la notification employeur (CNSS)."
