Categorie,Sous_categorie,Tag,Question,Réponse,Article_reference,,,
Services sociaux,Entreprises,Service social,À partir de combien de travailleurs est-il obligatoire de créer un service social dans une entreprise ?,Un service social doit être institué dans les établissements occupant plus de deux cents travailleurs.,"Article 272, Code du Travail",,,
Services sociaux,Entreprises,Mission du service social,Quel est le rôle principal du service social d’entreprise ?,Le service social d’entreprise a pour mission de contribuer à l’amélioration des conditions de travail et au bien-être des travailleurs dans l’entreprise.,"Article 273, Code du Travail",,,
Services sociaux,Entreprises,Bénéficiaires,Qui bénéficie du service social d’entreprise ?,Le service social d’entreprise est organisé au profit des travailleurs et de leurs familles.,"Article 273, Code du Travail",,,
Services sociaux,Entreprises,Organisation du service,Comment sont définies les attributions et l’organisation du service social d’entreprise ?,"Les attributions, l’organisation, le fonctionnement et les moyens d’action du service social sont fixés par un acte réglementaire conjoint.","Article 274, Code du Travail",,,
Droit du travail,Syndicat professionnel,Liberté de constitution,Qui peut constituer des syndicats professionnels au Burkina Faso ?,Les travailleurs et les employeurs peuvent constituer librement des syndicats professionnels regroupant des personnes exerçant la même profession ou métiers similaires.,"Article 275, Code du Travail",,,
Droit du travail,Syndicat professionnel,Promotion des intérêts,Quel est l'objet principal des syndicats professionnels ?,"Les syndicats professionnels ont pour objet la promotion et la défense des intérêts matériels, moraux et professionnels de leurs membres.","Article 276, Code du Travail",,,
Droit du travail,Syndicat professionnel,Liberté d'adhésion,Qui peut adhérer à un syndicat professionnel ?,Tout travailleur ou employeur peut adhérer librement à un syndicat de son choix dans le cadre de sa profession.,"Article 277, Code du Travail",,,
Droit du travail,Syndicat professionnel,Statuts et administration,Que doivent faire les fondateurs d’un syndicat professionnel lors de sa création ?,Les fondateurs doivent déposer les statuts et les noms de ceux chargés de son administration au siège de la circonscription administrative ou au ministère chargé des libertés publiques.,"Article 278, Code du Travail",,,
Droit du travail,Syndicat professionnel,Changement des statuts,Que doit-on faire en cas de modification des statuts d’un syndicat professionnel ?,Les modifications doivent être portées à la connaissance des mêmes autorités dans les mêmes conditions que le dépôt initial des statuts.,"Article 279, Code du Travail",,,
Droit du travail,Syndicat professionnel,Pièces à fournir,Quelles pièces doivent accompagner la déclaration d'un syndicat professionnel ?,"La déclaration doit être accompagnée d'une demande écrite signée par au moins deux fondateurs, de trois exemplaires des statuts, du règlement intérieur, et d'autres documents légalisés.","Article 280, Code du Travail",,,
Droit du travail,Syndicat professionnel,Nationalité des membres,Quelles sont les conditions de nationalité pour les membres chargés de l'administration d'un syndicat ?,Les membres doivent être de nationalité burkinabé ou ressortissants d'un État ayant des accords de réciprocité en matière de droit syndical.,"Article 281, Code du Travail",,,
Droit du travail,Syndicat professionnel,Protection contre licenciement,Quelle protection bénéficie aux membres chargés de l'administration d’un syndicat ?,Ils bénéficient de la protection accordée aux délégués du personnel contre les licenciements et mutations arbitraires.,"Article 282, Code du Travail",,,
Droit du travail,Syndicat professionnel,Adhésion des enfants,À partir de quel âge les enfants peuvent-ils adhérer à un syndicat professionnel ?,"Les enfants âgés d'au moins seize ans peuvent adhérer aux syndicats, sauf opposition de leur père, mère ou tuteur.","Article 283, Code du Travail",,,
Droit du travail,Syndicat professionnel,Adhésion après cessation,Que se passe-t-il pour les travailleurs ou employeurs ayant cessé leur activité professionnelle ?,Ils peuvent continuer à faire partie d’un syndicat professionnel s'ils ont exercé leur fonction durant au moins un an.,"Article 284, Code du Travail",,,
Droit du travail,Syndicat professionnel,Droit de retrait,Un membre d’un syndicat peut-il se retirer à tout moment ?,"Oui, tout membre d’un syndicat professionnel peut s’en retirer à tout moment, tout en conservant son droit d'être membre des sociétés de secours et d'assurance vieillesse.","Article 285, Code du Travail",,,
Droit du travail,Syndicat professionnel,Discrimination syndicale,Est-il permis à un employeur de prendre en compte l’appartenance à un syndicat lors de l'embauche ?,"Il est interdit à tout employeur de prendre en considération l’appartenance ou non à un syndicat pour l'embauche, la répartition du travail, etc.","Article 286, Code du Travail",,,
Droit du travail,Syndicat professionnel,Neutralité de l'employeur,Quel est le rôle du chef d’entreprise vis-à-vis des organisations syndicales ?,Le chef d’entreprise ou ses représentants doivent observer la neutralité vis-à-vis des organisations syndicales présentes dans l’entreprise.,"Article 287, Code du Travail",,,
Droit du travail,Syndicat professionnel,Mesures abusives,Que se passe-t-il en cas de mesure abusive prise par l’employeur à l'encontre d'un syndicat ?,Toute mesure prise en violation des dispositions des articles 276 et 286 est abusive et peut donner lieu à des dommages-intérêts.,"Article 288, Code du Travail",,,
Droit du travail,Syndicat professionnel,Délégués syndicaux,Qui peut désigner un délégué syndical au sein de l'entreprise ?,Un délégué syndical peut être désigné par toute organisation syndicale régulièrement constituée et représentative des travailleurs.,"Article 289, Code du Travail",,,
Droit du travail,Syndicat professionnel,Missions des délégués,Quelles sont les missions des délégués syndicaux ?,Les délégués syndicaux représentent le syndicat auprès du chef d’entreprise et participent aux négociations collectives au sein de l’entreprise.,"Article 290, Code du Travail",,,
Droit du travail,Syndicat professionnel,Fin de mandat,Dans quels cas le mandat d'un délégué syndical prend-il fin ?,"Le mandat prend fin lorsque la condition de représentativité cesse, le syndicat met fin aux fonctions, ou en cas de rupture du contrat de travail, etc.","Article 292, Code du Travail",,,
Droit du travail,Syndicat professionnel,Ordre public,Quels articles sont d’ordre public dans le contexte des syndicats ?,"Les dispositions des articles 276, 286 et 287 sont d’ordre public.","Article 293, Code du Travail",,,
Droit du travail,Syndicat professionnel,Liquidation des biens,Que se passe-t-il avec les biens d’un syndicat en cas de dissolution ?,Les biens du syndicat sont liquidés selon les statuts ou les règles déterminées par l’assemblée générale. Ils ne peuvent être répartis entre les adhérents.,"Article 294, Code du Travail",,,
Droit du travail,Syndicat professionnel,Dissolution judiciaire,Qui peut prononcer la suspension ou la dissolution des syndicats ?,"L’administration ne peut prononcer ni la suspension, ni la dissolution des syndicats. Leur dissolution ne peut intervenir que par voie judiciaire.","Article 295, Code du Travail",,,
Droit du travail,Syndicat professionnel,Personnalité morale,Les syndicats professionnels ont-ils une personnalité morale ?,"Oui, les syndicats professionnels, constitués conformément aux dispositions de la loi, jouissent de la personnalité morale.","Article 296, Code du Travail",,,
Droit du travail,Syndicat professionnel,Droits des syndicats,Quels droits peuvent exercer les syndicats professionnels ?,Ils peuvent exercer tous les droits réservés à la partie civile devant toutes les juridictions et affecter une partie de leurs ressources à divers projets.,"Article 296, Code du Travail",,,
Droit du travail,Syndicat professionnel,Ressources et œuvres,Que peuvent créer ou subventionner les syndicats professionnels ?,"Ils peuvent créer, administrer ou subventionner des œuvres telles que des institutions de prévoyance sociale, des caisses de solidarité, des laboratoires, etc.","Article 296, Code du Travail",,,
Droit du travail,Syndicat professionnel,Immeubles et objets,Quels sont les biens des syndicats qui ne peuvent pas être saisis ?,"Les immeubles et objets mobiliers nécessaires aux syndicats pour leurs réunions, bibliothèques et cours d’instruction professionnelle sont insaisissables.","Article 296, Code du Travail",,,
Droit du travail,Syndicat professionnel,Consultation des syndicats,Les syndicats doivent-ils être consultés sur des questions liées à leur profession ?,"Oui, les syndicats doivent être consultés sur tous les différends et toutes les questions se rattachant à leur profession ou à la branche d’activité.","Article 297, Code du Travail",,,
